,loss_train,loss_val,acc_train,acc_val,total_sec_elapsed
0,3.001530830024007,3.0051685458500073,0.13085,0.1336,13.34
1,0.5607643942112017,0.6008634931405551,0.8057666666666666,0.7902,48.77
2,0.3806874696221726,0.4220792136368297,0.8648,0.8483,83.65
3,0.3234668579613752,0.37745516239505233,0.88505,0.8675,121.0
4,0.28750827621106984,0.3522928238500719,0.8970666666666667,0.8745,156.57
5,0.26508497120016566,0.3420371320831882,0.9054,0.8792,192.62
6,0.23968012435205338,0.32710013440903524,0.9148666666666667,0.8823,229.58
7,0.22700932397572085,0.32575408150250335,0.91795,0.8807,267.82
8,0.20929106615994175,0.32045759924323003,0.92415,0.8854,303.84
9,0.1919952536168415,0.30927848495148985,0.9323,0.8893,340.67
10,0.19384045954423945,0.3224825170169518,0.9293666666666667,0.8869,377.25
11,0.2023896777389206,0.34086450595066753,0.92365,0.8748,412.29
