,loss_train,loss_val,acc_train,acc_val,total_sec_elapsed
0,3.378961261156871,3.375527408059909,0.11226666666666667,0.1138,12.24
1,0.5409034974203061,0.5675276714936897,0.81005,0.7977,48.37
2,0.44303376383119064,0.47453031266223406,0.8408833333333333,0.8272,83.81
3,0.3510458958947291,0.3909808613803812,0.8731666666666666,0.8579,121.32
4,0.325483832893141,0.3782436959824155,0.87845,0.8632,158.18
5,0.3063509811582167,0.3682693034006799,0.8846,0.865,196.02
6,0.27437330750947875,0.34543267359133806,0.8972333333333333,0.8716,232.98
7,0.25276212752694577,0.3317966236751249,0.9047,0.8793,269.04
8,0.24950804062838103,0.34706999542708117,0.9054833333333333,0.8761,305.54
9,0.21527016195866772,0.3156564124548444,0.9200833333333334,0.8864,341.54
10,0.20477223865116778,0.3147021594783528,0.9225,0.8898,377.72
11,0.2031337143089439,0.3275370135522196,0.9234833333333333,0.883,414.16
