,loss_train,loss_val,acc_train,acc_val,total_sec_elapsed
0,2.5856523536174802,2.5864127441501368,0.1016,0.1012,5.79
1,0.3895897109473665,0.4326383574320622,0.8529833333333333,0.8415,28.41
2,0.32062550664837197,0.375062569460608,0.8801166666666667,0.8656,50.6
3,0.28427211512402645,0.3502493051607879,0.89505,0.87,72.95
4,0.2752243354109346,0.3545432384707033,0.8971333333333333,0.8732,95.01
5,0.25243738203036564,0.33767217032117053,0.9047333333333333,0.8754,117.32
6,0.22873502704915755,0.31571546725520205,0.9145166666666666,0.8861,139.64
7,0.2094134342750802,0.3119041323090183,0.91945,0.8879,161.95
8,0.19908802115119315,0.3061812356716165,0.9241166666666667,0.8902,183.64
9,0.20295225119429716,0.32135238657002424,0.9233,0.8857,205.54
