,loss_train,loss_val,acc_train,acc_val,total_sec_elapsed
0,2.4166227040140975,2.420247790413976,0.19053333333333333,0.189,4.62
1,0.5772238293780158,0.5982928187201173,0.8066333333333333,0.7957,15.34
2,0.46278880440388176,0.4900452309704102,0.8423666666666667,0.8319,25.79
3,0.4177562297910908,0.4512373829555874,0.8589833333333333,0.843,36.65
4,0.3920151024529918,0.42821686119714697,0.8677,0.8496,47.19
5,0.368493607839569,0.4099553943193221,0.87455,0.8557,58.02
6,0.3545007825414437,0.39878980779417245,0.8808833333333334,0.8584,68.56
7,0.34125205774419776,0.38957380835117367,0.8833333333333333,0.8641,79.09
8,0.3302195181792808,0.38067604649178904,0.8872333333333333,0.8653,90.2
9,0.32371133158498033,0.37759374700125975,0.8872166666666667,0.867,101.41
10,0.31328481788557017,0.3714597879405106,0.8917833333333334,0.8697,111.88
11,0.314529401617749,0.375011537488453,0.8895,0.8676,122.54
12,0.2974463024545606,0.36037857848043064,0.8957166666666667,0.8711,132.97
13,0.2889533666865191,0.355277763024138,0.8995333333333333,0.8728,143.49
14,0.2842858883936451,0.3534000169402852,0.9007833333333334,0.8749,154.1
15,0.2734759135728013,0.3435317435479228,0.9056,0.8775,164.32
16,0.2695028771121323,0.34268758487634576,0.9064666666666666,0.8781,174.99
17,0.2649899879730483,0.33864200396054556,0.9078166666666667,0.8788,185.54
18,0.26558011531401426,0.3441401901756477,0.9070333333333334,0.8759,196.09
