,loss_train,loss_val,acc_train,acc_val,total_sec_elapsed
0,2.322662773804031,2.322099626655597,0.09918333333333333,0.0988,5.86
1,1.3036537282681047,1.3120604430138876,0.6353166666666666,0.6267,23.47
2,0.922470390773647,0.9604866088889185,0.70785,0.6934,41.19
3,0.6786690714374797,0.7049679006814298,0.73855,0.7344,58.83
4,0.5553485041526933,0.5768505448568853,0.7909,0.7836,76.25
5,0.5177572744291414,0.5479959414951886,0.8176166666666667,0.8038,93.61
6,0.4868421573735846,0.5166668866371601,0.8244166666666667,0.8138,111.17
7,0.46466563954069645,0.4966062936450086,0.83815,0.8263,128.5
8,0.4399881467809907,0.4762606557800919,0.8442666666666667,0.8326,146.09
9,0.40560237566873325,0.44160923222496123,0.8549833333333333,0.843,164.91
10,0.39481890795902824,0.4309309117357895,0.86055,0.846,183.29
11,0.398530383308371,0.43930143489299633,0.8573333333333333,0.8466,201.2
12,0.3930182684182001,0.4333793737656764,0.8573833333333334,0.846,219.16
13,0.36911309803254294,0.4096209163537809,0.8652666666666666,0.8548,237.35
14,0.36010118669709185,0.4018190639965206,0.8681333333333333,0.8537,255.02
15,0.3511795443854085,0.39495641605883247,0.8705333333333334,0.8561,273.64
16,0.34775460346357806,0.3939179191387916,0.8711333333333333,0.8558,291.09
17,0.34535829615972735,0.3912728384166624,0.8702666666666666,0.8596,308.34
18,0.33639382124035716,0.3853436485140284,0.8743833333333333,0.8615,325.43
19,0.3334126461556634,0.3853934773414424,0.87535,0.863,342.47
