,loss_train,loss_val,acc_train,acc_val,total_sec_elapsed
0,2.632667546580626,2.6330589435763634,0.10745,0.1088,6.95
1,0.39309568006688794,0.4305815705746101,0.8612,0.8454,27.92
2,0.31428160161766006,0.3689705111999146,0.8874666666666666,0.869,48.84
3,0.2796155508175684,0.35096976676017405,0.8975166666666666,0.8745,71.14
4,0.24901176320513477,0.33000115611148545,0.9104166666666667,0.882,92.13
5,0.2357671262898491,0.32833594680867806,0.9121333333333334,0.8818,112.71
6,0.22839274596775774,0.3344109027231023,0.9169333333333334,0.8818,133.4
7,0.21106663654845395,0.32511310432791113,0.9220333333333334,0.8832,152.68
8,0.18145940504206767,0.3149463524776742,0.9352166666666667,0.8874,171.65
9,0.1752647778069107,0.3227839123475826,0.9359833333333333,0.8889,191.71
