,loss_train,loss_val,acc_train,acc_val,total_sec_elapsed
0,2.672370558114943,2.6876030160234747,0.0753,0.0729,13.57
1,0.564961469206051,0.5924205997577323,0.8019666666666667,0.7905,45.24
2,0.4160897793735478,0.44877460858581936,0.8518166666666667,0.8415,77.86
3,0.354155958877976,0.3958162629076591,0.8731666666666666,0.8572,110.68
4,0.32042047706726423,0.3712588731821989,0.8839,0.8633,143.5
5,0.29855432970440404,0.35743806824370083,0.8920833333333333,0.8689,176.27
6,0.26871739615563756,0.3317547996208314,0.9021833333333333,0.8796,209.49
7,0.2689767518745556,0.33825263374301895,0.8997166666666667,0.875,242.54
8,0.24404529288875537,0.3181733900311826,0.9097666666666666,0.8811,277.75
9,0.23546618457912952,0.32051075330639217,0.9145666666666666,0.8843,309.79
