,loss_train,loss_val,acc_train,acc_val,total_sec_elapsed
0,2.613920508166102,2.616130619498099,0.07118333333333333,0.0724,2.52
1,0.3897440731542849,0.4328779029829489,0.8623,0.8444,12.75
2,0.36845283840454257,0.4210381226064099,0.8719,0.8534,21.7
3,0.33449952266861616,0.39314998122730943,0.8757333333333334,0.8585,30.51
4,0.29996902886196924,0.3669643898127504,0.8894833333333333,0.8659,39.68
5,0.2756502264901337,0.34574108043790125,0.9003666666666666,0.8791,48.69
6,0.2501917578493221,0.3264968281800783,0.9098833333333334,0.8824,57.59
7,0.2354571014100484,0.3239642331313311,0.9136166666666666,0.8859,66.56
8,0.22009774531870052,0.3157431118141897,0.9204333333333333,0.8873,75.48
9,0.21383945239010757,0.3120662822483529,0.9229,0.8885,84.3
10,0.20318122116247161,0.30816889259360947,0.92785,0.8936,93.28
11,0.19102820248799232,0.30625995470642337,0.9322333333333334,0.8913,102.27
12,0.20303980331968058,0.32304377292873543,0.927,0.8845,111.17
13,0.18818169706127724,0.316379915485753,0.9315333333333333,0.8903,119.96
14,0.18322138962486328,0.3170559106647753,0.9338,0.8913,128.88
