,loss_train,loss_val,acc_train,acc_val,total_sec_elapsed
0,4.933931683873735,4.969991115091166,0.08971666666666667,0.0875,19.7
1,1.003068085404061,1.0373728710102128,0.6650166666666667,0.6551,73.44
2,0.5244927040787163,0.5519446566825337,0.8133166666666667,0.7985,126.22
3,0.41453883814229303,0.44904166450021465,0.8515333333333334,0.8396,178.88
4,0.3733559627754017,0.4167128856551239,0.8654666666666667,0.8499,229.93
5,0.3599824678735393,0.4102515697074492,0.8679333333333333,0.8517,281.03
6,0.3044382209520851,0.3649001789651991,0.8899333333333334,0.8694,332.04
7,0.2815852700359179,0.34928047203562107,0.8974333333333333,0.8723,381.99
8,0.26595880119105064,0.3429460656456683,0.9028833333333334,0.8753,435.16
9,0.26714091763572706,0.35502933210810633,0.90125,0.8726,486.55
10,0.23531393599302822,0.3301607010864203,0.91335,0.8817,537.58
11,0.21826487869011607,0.3158901330323858,0.9205833333333333,0.8844,589.03
12,0.20965461314065964,0.32027997325699936,0.9233,0.8863,641.92
