,loss_train,loss_val,acc_train,acc_val,total_sec_elapsed
0,2.375243736384677,2.3743790194884866,0.08191666666666667,0.0832,6.62
1,0.40480193869914727,0.4407935986764858,0.84975,0.8335,32.56
2,0.3469758552570834,0.3934827013768043,0.8713,0.8577,58.3
3,0.3192734365627564,0.37785179158440485,0.8782333333333333,0.8567,83.97
4,0.2863725346078413,0.35205577170386876,0.8913,0.87,109.82
5,0.2820145966541964,0.35956907295717083,0.8921833333333333,0.8685,135.37
6,0.2720987079246068,0.35027094182009644,0.89905,0.8756,161.17
7,0.24477522248872804,0.3341978298411371,0.9067333333333333,0.8798,186.7
8,0.21698670877930779,0.31806770579839366,0.9173166666666667,0.8872,212.3
9,0.21626892885128185,0.3212650192202213,0.9161666666666667,0.8861,237.95
