,loss_train,loss_val,acc_train,acc_val,total_sec_elapsed
0,2.5676714612975795,2.5670508856888574,0.12301666666666666,0.1226,2.95
1,0.7546575740584182,0.7731457222602622,0.7499666666666667,0.7349,9.52
2,0.5781615773610803,0.6020423660081314,0.8124833333333333,0.7956,16.15
3,0.5034372692833016,0.5305285223351779,0.8329333333333333,0.8192,22.72
4,0.4633082583775325,0.49250581548517136,0.8434166666666667,0.8324,29.39
5,0.43716590844406306,0.4688766683923359,0.8517833333333333,0.838,36.03
6,0.4202820140761121,0.4544690925734627,0.8581333333333333,0.8432,42.51
7,0.40612133868769007,0.44212283168091887,0.8617833333333333,0.8462,48.9
8,0.3962266839813793,0.43420484547560734,0.8647,0.8474,55.42
9,0.382401459313626,0.42217718673682775,0.8691833333333333,0.8507,62.14
10,0.37198600769114976,0.41344037874853096,0.8738333333333334,0.8564,68.54
11,0.3621529844649114,0.405765680911372,0.8763333333333333,0.8581,75.01
12,0.35681045333296685,0.4021836887789489,0.8778666666666667,0.8589,81.3
13,0.34972667870866164,0.3974370462305012,0.8797166666666667,0.8599,87.82
14,0.34233496903921296,0.3910905953031742,0.8820666666666667,0.8621,94.27
15,0.3382918829834454,0.3883772179654047,0.8840333333333333,0.864,100.76
16,0.3376569731227344,0.38929002454287415,0.88295,0.8633,107.25
17,0.3275308942267905,0.3814991508257873,0.8862666666666666,0.865,113.98
18,0.31977376906412003,0.37406796031905726,0.8891333333333333,0.8687,120.62
19,0.3146330107269823,0.37141350848002413,0.8909,0.8696,127.21
20,0.3121616013727206,0.3700181964139582,0.89175,0.8687,133.8
21,0.30744047980041467,0.36653052008534304,0.89285,0.8709,140.47
22,0.3018388551044169,0.361694635591749,0.89535,0.872,146.96
23,0.2977439351707162,0.3589520304000559,0.8962,0.8731,153.43
24,0.29368216515391105,0.3567460213316478,0.8974166666666666,0.8729,159.96
25,0.2944787064898131,0.3569440658371786,0.8967166666666667,0.8738,166.36
