,loss_train,loss_val,acc_train,acc_val,total_sec_elapsed
0,2.3044054963282217,2.3045257362050156,0.1,0.1,4.85
1,0.9143167639308264,0.9247187770074484,0.6587166666666666,0.6555,21.15
2,0.5426674729098526,0.5643194456741619,0.7874666666666666,0.7826,37.56
3,0.48547625409247896,0.5186063136995356,0.8236666666666667,0.8111,54.01
4,0.40645776352939755,0.4425681804660356,0.8539666666666667,0.838,70.91
5,0.37367803908819974,0.413169791833211,0.8627666666666667,0.8472,87.38
6,0.3467699413635509,0.39082739126308896,0.87265,0.8545,104.33
7,0.3331428205776133,0.38054266817686777,0.8764166666666666,0.859,120.56
8,0.31553236885274805,0.3723537669292682,0.88225,0.8662,137.16
9,0.29935126321859273,0.3544900075679063,0.8896166666666666,0.8713,151.93
10,0.29118261645482446,0.34950751353171355,0.8921166666666667,0.8738,166.6
11,0.2827243890461599,0.3467668183294621,0.8951,0.8736,181.33
12,0.27862062944458416,0.3465393318063047,0.8955666666666666,0.8734,196.18
13,0.26899085706373016,0.3398068029577269,0.8997,0.8792,211.07
14,0.26718259736477634,0.34401904070920275,0.8986166666666666,0.8758,225.72
15,0.2544805319376187,0.3384012775575595,0.9032,0.8809,240.48
16,0.24372907845712552,0.3245076711066099,0.9086666666666666,0.8836,255.14
17,0.24604820728231153,0.3271297961077896,0.90845,0.8813,269.89
