,loss_train,loss_val,acc_train,acc_val,total_sec_elapsed
0,3.911822509959121,3.9164088180687306,0.07166666666666667,0.0704,10.04
1,1.3504682800683963,1.4087346354010428,0.6105833333333334,0.6023,39.86
2,0.6329485333421435,0.6573379555454057,0.7842166666666667,0.7761,70.11
3,0.5320936522576221,0.5626784007397791,0.8152833333333334,0.8036,99.7
4,0.4541327717682331,0.4834457866909019,0.8390666666666666,0.8251,128.73
5,0.4226510674481932,0.458834566139214,0.8473,0.8359,157.87
6,0.3812909918478501,0.42036034931504446,0.8649833333333333,0.849,187.24
7,0.3525487070993733,0.39704345002723285,0.87505,0.858,217.01
8,0.33226242986743576,0.3817939142155821,0.8819,0.8643,246.71
9,0.3176467303685684,0.37021918355985256,0.8865,0.8686,276.69
10,0.3073204234822675,0.36755082419185947,0.8895833333333333,0.8667,307.04
11,0.2836275194864864,0.34629010776604935,0.8987,0.8746,336.26
12,0.2748078759434259,0.3442455141551722,0.9009833333333334,0.8784,365.69
13,0.26169565066795913,0.33706298944656876,0.9062166666666667,0.8781,394.95
14,0.2613992649238247,0.33959695789663547,0.9050166666666667,0.8787,424.94
15,0.24995440053222945,0.33011596890717665,0.9094166666666667,0.8821,454.53
16,0.24220412758635051,0.32695929120588646,0.91225,0.8851,484.75
17,0.2343158769085405,0.32610904183259015,0.9151166666666667,0.8846,514.36
18,0.22636054476029127,0.32441182376442335,0.91985,0.8847,543.67
19,0.216012204233701,0.3171616547500582,0.92295,0.8893,573.18
20,0.21749942552876134,0.3237822474221163,0.9195666666666666,0.8821,602.75
