,loss_train,loss_val,acc_train,acc_val,total_sec_elapsed
0,4.320320958541947,4.321301377837722,0.0864,0.0827,12.29
1,0.46128251951131655,0.5014051715192984,0.8356666666666667,0.819,52.33
2,0.3503049637373427,0.3964700530505268,0.8743666666666666,0.8559,92.72
3,0.29380583782503994,0.35352912192517105,0.8924333333333333,0.8721,133.09
4,0.2954412985003331,0.3649082232049582,0.8902,0.8674,172.95
5,0.25467404225967183,0.3335015328225372,0.9055833333333333,0.8782,213.19
6,0.23497106014145572,0.3282749735810543,0.9129666666666667,0.8815,252.66
7,0.22074313325748765,0.3241952544087798,0.91745,0.8824,292.4
8,0.21667848177986046,0.32122438837629946,0.9200666666666667,0.8849,332.26
9,0.17524339565927685,0.29682004879475027,0.9357333333333333,0.8948,372.21
10,0.17793612771765496,0.3113383813861902,0.9333,0.8841,411.99
