,loss_train,loss_val,acc_train,acc_val,total_sec_elapsed
0,3.9235330882609785,3.921271330893816,0.064,0.0677,9.54
1,0.48031219946491605,0.5130552704340589,0.8273166666666667,0.8169,38.87
2,0.3630737952725069,0.41178227618502916,0.8705,0.8487,67.85
3,0.3264026130580217,0.3876432432694909,0.88175,0.8542,98.16
4,0.27956895899796413,0.35161589656951275,0.9003666666666666,0.8693,127.24
5,0.25989229441719036,0.3414517961038753,0.9077,0.8753,156.15
6,0.23336870267505186,0.32627853219936437,0.9179833333333334,0.884,184.0
7,0.21819107692056505,0.3179637984379361,0.9224,0.8825,212.93
8,0.2097970094302624,0.3229487406837467,0.9251166666666667,0.8836,242.76
9,0.19144759406946407,0.3130761291665597,0.9323166666666667,0.8872,272.19
10,0.19526388074153928,0.32932030831550446,0.9293,0.8835,302.4
