,loss_train,loss_val,acc_train,acc_val,total_sec_elapsed
0,3.8576411304538536,3.872885385498799,0.09365,0.0923,12.84
1,0.7137610599637231,0.7505916321419951,0.77155,0.7626,49.6
2,0.4372974469027915,0.47170769309741784,0.8443166666666667,0.8324,87.6
3,0.3576678197545475,0.4040402129063591,0.8739,0.8552,125.24
4,0.3276753468255632,0.3843226883934381,0.8838,0.862,161.94
5,0.2882108545508931,0.35695015059586865,0.8968333333333334,0.8711,198.7
6,0.26678734700442996,0.3425416716945831,0.9049166666666667,0.8782,234.24
7,0.2518283471605331,0.33766110582533493,0.91145,0.8791,271.19
8,0.26028924375900264,0.3512224774028671,0.90615,0.872,307.94
9,0.22212978236428074,0.3204950003074895,0.9217666666666666,0.8867,343.96
10,0.22026053929994086,0.33086997897829,0.92075,0.8799,380.35
